Name,Measure,Geo Place Name,Time Period,Start_Date,Data Value,Message,Year,Month,Day
12,5,91,32,2014-06-01,-0.551324783608908,,2014,6,1
12,5,69,53,2019-12-01,-0.6107367017718028,,2019,12,1
12,5,27,14,2010-12-01,-0.4626312772085863,,2010,12,1
13,5,103,23,2020-01-01,-0.004310765666254253,,2020,1,1
13,5,10,43,2009-12-01,0.3067530630009027,,2009,12,1
13,5,10,45,2011-12-01,0.116634924879639,,2011,12,1
13,5,10,17,2013-12-01,-0.01831500351893655,,2013,12,1
13,5,10,38,2020-06-01,-0.4291059805309528,,2020,6,1
13,5,98,36,2018-06-01,-0.37478651249630596,,2018,6,1
13,5,110,50,2016-12-01,0.20532843127996067,,2016,12,1
16,5,54,38,2020-06-01,0.3564044517513219,,2020,6,1
16,5,88,35,2017-06-01,0.45146352081195384,,2017,6,1
13,5,0,17,2013-12-01,-0.06032771707698374,,2013,12,1
13,5,103,38,2020-06-01,-0.1978238705396833,,2020,6,1
12,5,0,53,2019-12-01,-0.560660942177363,,2019,12,1
12,5,0,37,2019-06-01,-0.5564172337371561,,2019,6,1
12,5,43,46,2012-12-01,-0.39982439229352595,,2012,12,1
12,5,58,56,2022-12-01,-0.6012959370209723,,2022,12,1
13,5,54,37,2019-06-01,-0.3298032030301142,,2019,6,1
13,5,54,53,2019-12-01,0.05255492743251657,,2019,12,1
13,5,54,26,2023-01-01,-0.2403923932014154,,2023,1,1
13,5,54,46,2012-12-01,0.08777770748623291,,2012,12,1
13,5,54,13,2009-12-01,0.009693472186428194,,2009,12,1
13,5,88,37,2019-06-01,-0.42231604702662195,,2019,6,1
13,5,88,53,2019-12-01,0.09881134943077045,,2019,12,1
13,5,54,33,2015-06-01,-0.32513512374588666,,2015,6,1
16,5,74,33,2015-06-01,0.3793204773284385,,2015,6,1
16,5,74,37,2019-06-01,0.2638916077548142,,2019,6,1
13,5,10,13,2009-12-01,0.11536181234757692,,2009,12,1
13,5,98,37,2019-06-01,-0.37266465827620265,,2019,6,1
13,5,0,13,2009-12-01,0.058496119248806086,,2009,12,1
16,5,54,37,2019-06-01,0.5100266972868074,,2019,6,1
16,5,88,33,2015-06-01,0.5121485515069106,,2015,6,1
13,5,49,46,2012-12-01,0.05043307321241315,,2012,12,1
13,5,6,37,2019-06-01,-0.3047653232328942,,2019,6,1
13,5,80,53,2019-12-01,0.0058741345902421,,2019,12,1
13,5,20,37,2019-06-01,0.1056012829351013,,2019,6,1
13,5,77,56,2022-12-01,0.006555632153025721,,2022,12,1
13,5,77,46,2012-12-01,0.1675594261621203,,2012,12,1
13,5,77,13,2009-12-01,0.10475254124705997,,2009,12,1
13,5,112,13,2009-12-01,-0.21437433345648976,,2009,12,1
13,5,112,33,2015-06-01,-0.4842741902536409,,2015,6,1
13,5,36,26,2023-01-01,-0.24255054046484115,,2023,1,1
13,5,36,56,2022-12-01,-0.08992015059209289,,2022,12,1
13,5,36,53,2019-12-01,0.0792902906058194,,2019,12,1
16,5,112,37,2019-06-01,0.3288203468899779,,2019,6,1
13,5,80,37,2019-06-01,-0.45329511864013144,,2019,6,1
13,5,6,53,2019-12-01,0.13827783792469348,,2019,12,1
13,5,20,53,2019-12-01,0.47056020879288435,,2019,12,1
16,5,49,33,2015-06-01,0.4349130578951474,,2015,6,1
16,5,49,37,2019-06-01,0.4489172957478297,,2019,6,1
16,5,77,33,2015-06-01,0.4255768993266924,,2015,6,1
16,5,77,37,2019-06-01,0.4234550451065891,,2019,6,1
13,5,90,23,2020-01-01,-0.42613538462280803,,2020,1,1
13,5,90,32,2014-06-01,-0.5402911416643703,,2014,6,1
13,5,90,43,2009-12-01,-0.13501698562462297,,2009,12,1
13,5,90,45,2011-12-01,-0.17193724905442198,,2011,12,1
13,5,90,36,2018-06-01,-0.5823038552224175,,2018,6,1
16,5,90,38,2020-06-01,0.3339127970182261,,2020,6,1
13,5,90,46,2012-12-01,-0.13077327718441628,,2012,12,1
13,5,90,13,2009-12-01,-0.29330731044433583,,2009,12,1
13,5,90,37,2019-06-01,-0.5216188245274606,,2019,6,1
16,5,90,37,2019-06-01,0.36446749778771487,,2019,6,1
16,5,90,33,2015-06-01,0.5146947765710348,,2015,6,1
13,5,90,12,2008-12-01,-0.2254079754010274,,2008,12,1
13,5,90,14,2010-12-01,-0.2627526096748471,,2010,12,1
12,5,38,29,2011-06-01,-0.40618995495383614,,2011,6,1
12,5,38,28,2010-06-01,-0.3853957835968229,,2010,6,1
12,5,38,31,2013-06-01,-0.4566900853922969,,2013,6,1
12,5,38,30,2012-06-01,-0.4541438603281728,,2012,6,1
16,5,47,33,2015-06-01,0.3767742522643145,,2015,6,1
13,5,40,33,2015-06-01,-0.12865142296431287,,2015,6,1
16,5,92,37,2019-06-01,0.28468577911182746,,2019,6,1
16,5,33,33,2015-06-01,0.2549798200303799,,2015,6,1
16,5,85,33,2015-06-01,0.48456444664556664,,2015,6,1
16,5,85,37,2019-06-01,0.35895067681544607,,2019,6,1
13,5,105,16,2012-12-01,0.231215052765222,,2012,12,1
13,5,105,27,2009-06-01,0.3169379632573989,,2009,6,1
13,5,5,32,2014-06-01,-0.19273142041143512,,2014,6,1
13,5,105,43,2009-12-01,0.38950537758493486,,2009,12,1
13,5,36,38,2020-06-01,-0.4252866429347667,,2020,6,1
13,5,36,45,2011-12-01,0.07250035710148854,,2011,12,1
13,5,36,43,2009-12-01,0.16076949265778945,,2009,12,1
13,5,38,43,2009-12-01,0.11960552078778376,,2009,12,1
13,5,38,45,2011-12-01,0.09626512436664644,,2011,12,1
13,5,38,38,2020-06-01,-0.3353200240023829,,2020,6,1
13,5,38,35,2017-06-01,-0.2623282388308264,,2017,6,1
13,5,38,50,2016-12-01,0.2240007484168704,,2016,12,1
13,5,105,50,2016-12-01,0.3220304133856471,,2016,12,1
16,5,19,36,2018-06-01,0.18156366401480262,,2018,6,1
16,5,19,35,2017-06-01,0.1268198251361352,,2017,6,1
16,5,19,38,2020-06-01,0.29741690443244767,,2020,6,1
16,5,104,36,2018-06-01,0.19174856427129897,,2018,6,1
16,5,104,35,2017-06-01,0.11578618319159766,,2017,6,1
16,5,104,38,2020-06-01,0.3173623341014196,,2020,6,1
16,5,36,36,2018-06-01,0.43448868705112664,,2018,6,1
13,5,105,46,2012-12-01,0.40732895303380323,,2012,12,1
13,5,28,33,2015-06-01,-0.10276480147905152,,2015,6,1
13,5,36,33,2015-06-01,-0.27972744343567413,,2015,6,1
13,5,36,46,2012-12-01,0.042794398020040966,,2012,12,1
12,5,27,52,2018-12-01,-0.6001274306712859,,2018,12,1
12,5,91,52,2018-12-01,-0.6022492848913894,,2018,12,1
13,5,39,35,2017-06-01,-0.1222858603040026,,2017,6,1
13,5,39,50,2016-12-01,0.3114211422851301,,2016,12,1
13,5,79,53,2019-12-01,0.2125427356283121,,2019,12,1
13,5,79,26,2023-01-01,-0.1455654269839871,,2023,1,1
13,5,79,56,2022-12-01,0.07471926111428183,,2022,12,1
13,5,41,26,2023-01-01,-0.24833408954621886,,2023,1,1
13,5,41,56,2022-12-01,-0.0775747885535877,,2022,12,1
16,5,69,33,2015-06-01,0.3767742522643145,,2015,6,1
16,5,69,37,2019-06-01,0.3941734568691623,,2019,6,1
12,5,27,29,2011-06-01,-0.40873618001796025,,2011,6,1
12,5,27,28,2010-06-01,-0.3921857171011538,,2010,6,1
12,5,27,30,2012-06-01,-0.4571144562363175,,2012,6,1
12,5,27,31,2013-06-01,-0.461782535520545,,2013,6,1
12,5,91,21,2018-01-01,-0.6149804102120098,,2018,1,1
12,5,91,55,2021-12-01,-0.6173563355110507,,2021,12,1
13,5,13,56,2022-12-01,0.10047288986947721,,2022,12,1
13,5,39,56,2022-12-01,0.030955392726396178,,2022,12,1
13,5,39,26,2023-01-01,-0.16228227764568806,,2023,1,1
16,5,31,37,2019-06-01,0.506631730534642,,2019,6,1
13,5,27,12,2008-12-01,0.17350061797840982,,2008,12,1
13,5,91,35,2017-06-01,-0.32725697796599007,,2017,6,1
13,5,91,36,2018-06-01,-0.3913369754131124,,2018,6,1
13,5,91,38,2020-06-01,-0.4914884946019924,,2020,6,1
13,5,91,45,2011-12-01,0.11111810390737023,,2011,12,1
13,5,91,17,2013-12-01,-0.07900003421389347,,2013,12,1
13,5,27,45,2011-12-01,0.12936605020025937,,2011,12,1
13,5,27,50,2016-12-01,0.1751981013544925,,2016,12,1
13,5,27,36,2018-06-01,-0.36969406236805785,,2018,6,1
13,5,91,37,2019-06-01,-0.39727816722940196,,2019,6,1
13,5,91,53,2019-12-01,0.12172737500788718,,2019,12,1
13,5,91,56,2022-12-01,-0.017020634251297528,,2022,12,1
12,5,56,14,2010-12-01,-0.4414127350075524,,2010,12,1
12,5,56,12,2008-12-01,-0.4252866429347667,,2008,12,1
12,5,78,18,2015-01-01,-0.5322280956279775,,2015,1,1
12,5,78,32,2014-06-01,-0.5330768373160188,,2014,6,1
12,5,78,23,2020-01-01,-0.6340770981929402,,2020,1,1
12,5,78,52,2018-12-01,-0.5890937887267483,,2018,12,1
12,5,78,41,2023-06-01,-0.5167085125831086,,2023,6,1
12,5,69,49,2015-12-01,-0.540715512508391,,2015,12,1
12,5,69,34,2016-06-01,-0.5568416045811768,,2016,6,1
12,5,109,34,2016-06-01,-0.5237406787475639,,2016,6,1
12,5,109,54,2020-12-01,-0.5812648419437577,,2020,12,1
12,5,43,34,2016-06-01,-0.47748425674931,,2016,6,1
12,5,43,49,2015-12-01,-0.4609337938325036,,2015,12,1
12,5,25,29,2011-06-01,-0.3730890291202233,,2011,6,1
12,5,109,28,2010-06-01,-0.36969406236805785,,2010,6,1
12,5,109,29,2011-06-01,-0.38751763781692633,,2011,6,1
12,5,69,19,2015-12-31,-0.5729676966539625,,2015,12,31
12,5,78,21,2018-01-01,-0.5967324639191205,,2018,1,1
12,5,56,30,2012-06-01,-0.4626312772085863,,2012,6,1
13,5,26,56,2022-12-01,0.0705126774842516,,2022,12,1
13,5,35,56,2022-12-01,-0.07340927595821274,,2022,12,1
13,5,35,26,2023-01-01,-0.26684640699254925,,2023,1,1
13,5,48,13,2009-12-01,0.2371562445815115,,2009,12,1
13,5,66,26,2023-01-01,-0.17362611430740435,,2023,1,1
16,5,52,37,2019-06-01,0.3941734568691623,,2019,6,1
16,5,99,33,2015-06-01,0.5533125233769166,,2015,6,1
16,5,99,37,2019-06-01,0.3814423315485419,,2019,6,1
16,5,32,33,2015-06-01,0.43194246198700265,,2015,6,1
16,5,52,33,2015-06-01,0.444673587307623,,2015,6,1
13,5,78,20,2017-01-01,-0.10191605979101019,,2017,1,1
13,5,56,16,2012-12-01,-0.11973963523987859,,2012,12,1
13,5,43,48,2014-12-01,0.2447949197738837,,2014,12,1
13,5,25,44,2010-12-01,0.5070561013786626,,2010,12,1
13,5,25,27,2009-06-01,0.1764712138865546,,2009,6,1
13,5,25,20,2017-01-01,0.0029035386820973424,,2017,1,1
13,5,109,16,2012-12-01,0.03558009367168952,,2012,12,1
13,5,109,18,2015-01-01,0.002479167838076598,,2015,1,1
13,5,43,32,2014-06-01,-0.1604792362658637,,2014,6,1
13,5,17,45,2011-12-01,0.29869001696450975,,2011,12,1
13,5,17,50,2016-12-01,0.3165135924133783,,2016,12,1
13,5,17,36,2018-06-01,-0.1761809574946288,,2018,6,1
16,5,56,36,2018-06-01,0.3712574312920457,,2018,6,1
16,5,56,35,2017-06-01,0.27492524969935184,,2017,6,1
16,5,56,38,2020-06-01,0.31566485072533684,,2020,6,1
13,5,17,13,2009-12-01,0.2876563750199721,,2009,12,1
13,5,17,46,2012-12-01,0.3746523980442111,,2012,12,1
13,5,69,33,2015-06-01,-0.22328612118092403,,2015,6,1
13,5,107,56,2022-12-01,-0.004177376149449178,,2022,12,1
13,5,107,26,2023-01-01,-0.16966500247527694,,2023,1,1
12,5,109,55,2021-12-01,-0.5908705930396445,,2021,12,1
12,5,109,39,2021-06-01,-0.5119834860841431,,2021,6,1
12,5,56,13,2009-12-01,-0.4651775022727104,,2009,12,1
12,5,78,33,2015-06-01,-0.4974296864182819,,2015,6,1
12,5,78,53,2019-12-01,-0.5666021339936524,,2019,12,1
12,5,109,56,2022-12-01,-0.6105216139927161,,2022,12,1
12,5,43,56,2022-12-01,-0.5976327751945644,,2022,12,1
12,5,91,52,2018-12-01,-0.6022492848913894,,2018,12,1
12,5,91,23,2020-01-01,-0.6425645150733538,,2020,1,1
12,5,91,14,2010-12-01,-0.4931859779780751,,2010,12,1
12,5,91,32,2014-06-01,-0.551324783608908,,2014,6,1
12,5,91,18,2015-01-01,-0.5517491544529286,,2015,1,1
12,5,53,52,2018-12-01,-0.5992786889832445,,2018,12,1
12,5,27,32,2014-06-01,-0.5224675662155018,,2014,6,1
12,5,15,23,2020-01-01,-0.6519006736418086,,2020,1,1
12,5,48,46,2012-12-01,-0.3654503539278511,,2012,12,1
12,5,66,56,2022-12-01,-0.6065547728146978,,2022,12,1
12,5,84,24,2021-01-01,-0.636913491617054,,2021,1,1
12,5,84,48,2014-12-01,-0.5517491544529286,,2014,12,1
12,5,84,20,2017-01-01,-0.6141316685239683,,2017,1,1
12,5,84,27,2009-06-01,-0.45329511864013144,,2009,6,1
13,5,84,13,2009-12-01,-0.3395637324425897,,2009,12,1
13,5,84,46,2012-12-01,-0.17957592424679417,,2012,12,1
13,5,84,25,2022-01-01,-0.4895366188133689,,2022,1,1
13,5,84,47,2013-12-01,-0.01958811605099863,,2013,12,1
13,5,84,51,2017-12-01,-0.16302546132998771,,2017,12,1
13,5,84,22,2019-01-01,-0.4592363104564209,,2019,1,1
13,5,84,42,2008-12-01,-0.07390758408564545,,2008,12,1
13,5,1,47,2013-12-01,0.17095439291428566,,2013,12,1
13,5,73,51,2017-12-01,0.07886591976179864,,2017,12,1
13,5,30,44,2010-12-01,0.39077849011699695,,2010,12,1
13,5,106,40,2022-06-01,-0.27084330262298617,,2022,6,1
13,5,81,40,2022-06-01,-0.5987944474337416,,2022,6,1
13,5,81,15,2011-12-01,-0.3416855866626931,,2011,12,1
13,5,37,40,2022-06-01,-0.4233231702792144,,2022,6,1
13,5,37,15,2011-12-01,-0.05226467104059081,,2011,12,1
13,5,81,19,2015-12-31,-0.40109750482558804,,2015,12,31
16,5,81,30,2012-06-01,0.8210905259539641,,2012,6,1
16,5,81,31,2013-06-01,0.673833843078789,,2013,6,1
13,5,1,50,2016-12-01,0.11748366656768033,,2016,12,1
13,5,105,50,2016-12-01,0.3220304133856471,,2016,12,1
12,5,30,43,2009-12-01,-0.49403471966611645,,2009,12,1
12,5,30,45,2011-12-01,-0.536896174912205,,2011,12,1
12,5,111,43,2009-12-01,-0.41595048436631177,,2009,12,1
12,5,105,35,2017-06-01,-0.46348001889662765,,2017,6,1
12,5,37,49,2015-12-01,-0.5657533923056111,,2015,12,1
12,5,37,34,2016-06-01,-0.5602365713333423,,2016,6,1
12,5,37,39,2021-06-01,-0.5427412791966933,,2021,6,1
12,5,37,21,2018-01-01,-0.5992786889832445,,2018,1,1
13,5,36,13,2009-12-01,0.017756518222820976,,2009,12,1
13,5,38,13,2009-12-01,0.042794398020040966,,2009,12,1
13,5,38,37,2019-06-01,-0.37690836671640937,,2019,6,1
16,5,19,33,2015-06-01,0.23206379445326333,,2015,6,1
16,5,104,37,2019-06-01,0.16671068447407897,,2019,6,1
16,5,19,37,2019-06-01,0.13530724201654873,,2019,6,1
16,5,28,33,2015-06-01,0.3619212727235907,,2015,6,1
16,5,36,33,2015-06-01,0.45952656684834664,,2015,6,1
12,5,38,21,2018-01-01,-0.588245047038707,,2018,1,1
12,5,38,46,2012-12-01,-0.41510174267827044,,2012,12,1
12,5,22,18,2015-01-01,-0.5657533923056111,,2015,1,1
12,5,47,52,2018-12-01,-0.564480279773549,,2018,12,1
12,5,47,23,2020-01-01,-0.6336527273489194,,2020,1,1
12,5,47,41,2023-06-01,-0.49881935151147544,,2023,6,1
12,5,9,14,2010-12-01,-0.4660262439607517,,2010,12,1
12,5,9,12,2008-12-01,-0.4575388270803382,,2008,12,1
12,5,89,41,2023-06-01,-0.5298872520056845,,2023,6,1
12,5,89,12,2008-12-01,-0.49658094473024056,,2008,12,1
12,5,89,14,2010-12-01,-0.5042196199226128,,2010,12,1
12,5,89,32,2014-06-01,-0.5657533923056111,,2014,6,1
12,5,89,18,2015-01-01,-0.5581147171132388,,2015,1,1
12,5,46,37,2019-06-01,-0.4235891595586839,,2019,6,1
12,5,46,53,2019-12-01,-0.4053412132657948,,2019,12,1
12,5,33,56,2022-12-01,-0.5799875846665362,,2022,12,1
3,4,8,2,2009-01-01,-0.0149200367667712,,2009,1,1
3,4,47,9,2015-01-01,7.110266434340411,,2015,1,1
3,4,89,2,2009-01-01,2.0984467664562048,,2009,1,1
13,5,105,12,2008-12-01,0.4624971627564914,,2008,12,1
13,5,28,18,2015-01-01,0.08226088651396399,,2015,1,1
13,5,36,18,2015-01-01,-0.08324374265410031,,2015,1,1
13,5,36,23,2020-01-01,-0.23177353806133758,,2020,1,1
13,5,36,14,2010-12-01,0.03770194789179294,,2010,12,1
12,5,32,37,2019-06-01,-0.5504760419208666,,2019,6,1
12,5,32,53,2019-12-01,-0.5385936582882876,,2019,12,1
3,4,53,2,2009-01-01,4.020846689869876,,2009,1,1
3,4,53,1,2005-01-01,3.927485104185326,,2005,1,1
3,4,91,5,2012-01-02,1.6931879132290928,,2012,1,2
3,4,11,5,2012-01-02,6.899645909523357,,2012,1,2
3,4,11,9,2015-01-01,5.340640014774184,,2015,1,1
3,4,91,2,2009-01-01,2.5015990682758487,,2009,1,1
3,4,27,2,2009-01-01,4.020846689869876,,2009,1,1
3,4,53,10,2017-01-01,1.610420295832425,,2017,1,1
3,4,91,10,2017-01-01,0.7192415233890015,,2017,1,1
13,5,17,12,2008-12-01,0.424728157638651,,2008,12,1
16,5,42,33,2015-06-01,0.17010565122624433,,2015,6,1
13,5,15,13,2009-12-01,-0.08281937181007956,,2009,12,1
13,5,69,18,2015-01-01,-0.06499579636121118,,2015,1,1
13,5,17,14,2010-12-01,0.3046312087807993,,2010,12,1
13,5,17,52,2018-12-01,0.15440392999747934,,2018,12,1
13,5,78,18,2015-01-01,-0.07645380914976946,,2015,1,1
13,5,78,32,2014-06-01,-0.27293750993134336,,2014,6,1
13,5,78,52,2018-12-01,0.04152128548797904,,2018,12,1
13,5,78,41,2023-06-01,-0.3536940708184603,,2023,6,1
13,5,56,32,2014-06-01,-0.31834519024155583,,2014,6,1
13,5,56,23,2020-01-01,-0.21861804189669654,,2020,1,1
12,5,32,56,2022-12-01,-0.6152704709091162,,2022,12,1
12,5,32,26,2023-01-01,-0.6004696645808835,,2023,1,1
12,5,66,53,2019-12-01,-0.5873963053506656,,2019,12,1
12,5,48,13,2009-12-01,-0.4184967094304358,,2009,12,1
12,5,26,37,2019-06-01,-0.5547197503610733,,2019,6,1
12,5,35,37,2019-06-01,-0.5674508756816937,,2019,6,1
13,5,69,41,2023-06-01,-0.4000572738572284,,2023,6,1
13,5,90,18,2015-01-01,-0.35187048691918943,,2015,1,1
12,5,49,33,2015-06-01,-0.5088876992068402,,2015,6,1
12,5,49,37,2019-06-01,-0.5797576301582934,,2019,6,1
12,5,49,53,2019-12-01,-0.567026504837673,,2019,12,1
12,5,77,37,2019-06-01,-0.5653290214615904,,2019,6,1
3,4,112,2,2009-01-01,0.4985686844982489,,2009,1,1
3,4,112,10,2017-01-01,-0.25681141785855754,,2017,1,1
3,4,112,5,2012-01-02,0.24151963238966562,,2012,1,2
3,4,36,5,2012-01-02,0.34853306049987653,,2012,1,2
3,4,36,9,2015-01-01,0.3542825975312185,,2015,1,1
3,4,23,2,2009-01-01,7.6025366134043955,,2009,1,1
3,4,36,10,2017-01-01,0.1675594261621203,,2017,1,1
13,5,90,52,2018-12-01,-0.25256770941835077,,2018,12,1
13,5,90,41,2023-06-01,-0.5575344606842232,,2023,6,1
16,5,112,33,2015-06-01,0.45019040827989176,,2015,6,1
16,5,36,37,2019-06-01,0.4349130578951474,,2019,6,1
13,5,78,46,2012-12-01,0.1556770425295413,,2012,12,1
13,5,78,53,2019-12-01,0.178593068106658,,2019,12,1
12,5,77,12,2008-12-01,-0.4435345892276558,,2008,12,1
12,5,77,14,2010-12-01,-0.46475313142868974,,2010,12,1
12,5,77,32,2014-06-01,-0.5335012081600395,,2014,6,1
12,5,95,46,2012-12-01,-0.298399760572584,,2012,12,1
16,5,90,32,2014-06-01,0.449766037435871,,2014,6,1
16,5,90,41,2023-06-01,0.626182653734247,,2023,6,1
13,5,5,23,2020-01-01,-0.16769354061421515,,2020,1,1
13,5,78,12,2008-12-01,0.12766856682417654,,2008,12,1
13,5,78,14,2010-12-01,0.09371889930252243,,2010,12,1
13,5,78,18,2015-01-01,-0.07645380914976946,,2015,1,1
12,5,80,52,2018-12-01,-0.5907912721028311,,2018,12,1
12,5,20,52,2018-12-01,-0.4431102183836352,,2018,12,1
13,5,65,32,2014-06-01,-0.23813910072164773,,2014,6,1
13,5,87,32,2014-06-01,-0.19527764547555929,,2014,6,1
13,5,87,23,2020-01-01,-0.17745407002669075,,2020,1,1
13,5,7,12,2008-12-01,0.08310962820200549,,2008,12,1
13,5,7,14,2010-12-01,0.037277577047772195,,2010,12,1
13,5,7,32,2014-06-01,-0.28948797284814975,,2014,6,1
16,5,55,36,2018-06-01,0.4310937202989613,,2018,6,1
13,5,87,17,2013-12-01,0.02581956425921391,,2013,12,1
